Short Label Question,Attributes,Audience %,Data point %,Universe,Index,Responses
Travel Services Used,None of these,10.4,0.7,815443,144.7,15
Travel Services Used Last 6 Months,Agoda,1.7,0.1,132707,15.8,3
Travel Services Used Last 6 Months,Airbnb,36.2,1.0,2831228,224.5,51
Travel Services Used Last 6 Months,Airfordable (USA Only),2.8,12.1,214975,2658.0,3
Travel Services Used Last 6 Months,Booking.com,31.1,0.7,2430435,158.0,44
Travel Services Used Last 6 Months,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Couchsurfing.com (Select Markets Only),0.2,0.0,15099,6.5,1
Travel Services Used Last 6 Months,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,"Edreams (France, Spain, UK and USA Only)",1.4,1.0,105869,224.9,2
Travel Services Used Last 6 Months,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Expedia,47.1,1.6,3678815,360.0,70
Travel Services Used Last 6 Months,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Google Travel (Australia and USA Only),16.5,5.6,1289488,1218.0,21
Travel Services Used Last 6 Months,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,HomeExchange,1.1,0.1,83602,32.6,1
Travel Services Used Last 6 Months,Hopper (Canada and USA Only),7.4,5.6,579726,1228.3,10
Travel Services Used Last 6 Months,Hotels.com,30.1,1.4,2355855,298.0,45
Travel Services Used Last 6 Months, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",6.9,3.2,536926,692.0,11
Travel Services Used Last 6 Months,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Japanican (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,KAYAK,12.7,1.2,989876,254.0,19
Travel Services Used Last 6 Months,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Kuoni (USA Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Lastminute.com,0.5,0.1,39379,12.6,1
Travel Services Used Last 6 Months,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,MaFengWo (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Nomadness (USA Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,"Onefinestay (France, UK and USA Only)",0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Orbitz (USA Only),9.4,5.9,736890,1283.2,15
Travel Services Used Last 6 Months,Priceline,14.7,1.4,1151044,297.5,22
Travel Services Used Last 6 Months,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Skyscanner,5.5,0.4,426548,95.6,7
Travel Services Used Last 6 Months,Stayz (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Travel Noire (USA Only),2.4,11.6,188667,2542.1,3
Travel Services Used Last 6 Months,Travelocity (Canada and USA Only),18.4,6.5,1436517,1428.5,28
Travel Services Used Last 6 Months,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,TripAdvisor,32.6,1.1,2550442,249.5,49
Travel Services Used Last 6 Months,Trip.com,9.0,0.6,705803,121.9,11
Travel Services Used Last 6 Months,Trivago,23.4,0.7,1831284,152.5,33
Travel Services Used Last 6 Months,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,"Viator (Australia, UK and USA Only)",8.0,8.3,628628,1824.4,8
Travel Services Used Last 6 Months,Vrbo,16.7,2.1,1303179,458.3,22
Travel Services Used Last 6 Months,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Wotif (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used Last 6 Months,None of these,12.3,0.5,962496,106.0,18
Travel Services Used Last 6 Months,Innclusive (UK Only) (to Q3 2022),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Agoda,0.2,0.0,15099,9.4,1
Preferred Travel Services Used,Airbnb,6.2,0.6,483531,140.9,8
Preferred Travel Services Used,Airfordable (USA Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Booking.com,7.8,0.6,607610,122.9,11
Preferred Travel Services Used,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Check24 (Germany Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Cleartrip (India Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Couchsurfing.com (Select Markets Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,CTrip.com (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Preferred Travel Services Used,"Edreams (France, Spain, UK and USA Only)",0.0,0.0,0,0.0,0
Preferred Travel Services Used,eLong (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Expedia,24.8,2.7,1936871,587.9,35
Preferred Travel Services Used,Fliggy (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Goibibo (India Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Google Travel (Australia and USA Only),3.4,3.1,265507,669.1,4
Preferred Travel Services Used,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,HomeExchange,0.0,0.0,0,0.0,0
Preferred Travel Services Used,Hopper (Canada and USA Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Hotels.com,4.4,1.1,347080,245.0,6
Preferred Travel Services Used, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",1.5,3.9,119292,862.5,2
Preferred Travel Services Used,Jalan (Japan Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Japanican (Japan Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Journify (Singapore Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,KAYAK,3.0,1.6,231137,341.9,4
Preferred Travel Services Used,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Kuoni (USA Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Lastminute.com,0.0,0.0,0,0.0,0
Preferred Travel Services Used,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Lvmama (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,MaFengWo (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Make My Trip (India Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Meituan (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Nomadness (USA Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,"Onefinestay (France, UK and USA Only)",0.0,0.0,0,0.0,0
Preferred Travel Services Used,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Orbitz (USA Only),1.2,3.0,95863,657.5,2
Preferred Travel Services Used,Priceline,3.6,1.3,281194,285.6,6
Preferred Travel Services Used,Qunar (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Qyer (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Skyscanner,0.5,0.2,39838,41.6,1
Preferred Travel Services Used,Stayz (Australia Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Travel Noire (USA Only),1.8,22.6,138704,4954.1,2
Preferred Travel Services Used,Travelocity (Canada and USA Only),3.4,4.3,264607,933.3,5
Preferred Travel Services Used,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,TripAdvisor,9.1,1.7,714549,361.7,15
Preferred Travel Services Used,Trip.com,1.8,0.6,141059,130.5,2
Preferred Travel Services Used,Trivago,2.3,0.3,181376,65.4,3
Preferred Travel Services Used,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Preferred Travel Services Used,Tuniu (China Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,"Viator (Australia, UK and USA Only)",3.0,14.9,237684,3259.9,2
Preferred Travel Services Used,Vrbo,2.1,1.5,161477,317.8,4
Preferred Travel Services Used,Webjet (Australia Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Wotif (Australia Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Yatra (India Only),0.0,0.0,0,0.0,0
Preferred Travel Services Used,Innclusive (UK Only) (to Q3 2022),0.0,0.0,0,0.0,0
Preferred Travel Services Used,None of these,6.9,1.3,539468,283.1,11
Travel Services Used for Booking Accommodation,Agoda,0.2,0.0,15099,3.4,1
Travel Services Used for Booking Accommodation,Airbnb,22.4,0.9,1754611,205.4,31
Travel Services Used for Booking Accommodation,Booking.com,19.2,0.6,1500885,139.7,28
Travel Services Used for Booking Accommodation,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Couchsurfing.com (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,"Edreams (France, Spain, UK and USA Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Expedia,40.8,2.3,3192117,493.3,57
Travel Services Used for Booking Accommodation,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Google Travel (Australia and USA Only),6.6,4.6,514990,1010.9,8
Travel Services Used for Booking Accommodation,HolidayCheck (France and Germany Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,HomeExchange,0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Hopper (Canada and USA Only),0.4,0.8,30471,174.7,1
Travel Services Used for Booking Accommodation,Hotels.com,20.2,1.6,1577637,347.8,30
Travel Services Used for Booking Accommodation, HotelsCombined (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",1.3,1.2,103734,252.8,3
Travel Services Used for Booking Accommodation,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Japanican (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,KAYAK,7.9,1.9,617399,408.6,11
Travel Services Used for Booking Accommodation,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Lastminute.com,0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Loveholidays (UK Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,MaFengWo (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,"Onefinestay (France, UK and USA Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Orbitz (USA Only),4.7,4.1,364252,897.6,7
Travel Services Used for Booking Accommodation,Priceline,11.0,2.3,859464,504.0,17
Travel Services Used for Booking Accommodation,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Rakuten Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Skyscanner,0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Stayz (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Travelocity (Canada and USA Only),10.1,5.0,791553,1096.7,16
Travel Services Used for Booking Accommodation,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Travel Republic (UK Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,TripAdvisor,17.8,1.5,1392195,324.8,25
Travel Services Used for Booking Accommodation,Trip.com,5.6,0.8,434681,183.1,7
Travel Services Used for Booking Accommodation,Trivago,11.8,0.6,921527,133.3,17
Travel Services Used for Booking Accommodation,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Vrbo,12.9,3.3,1010516,718.2,17
Travel Services Used for Booking Accommodation,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Weloveholidays (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Wotif (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Accommodation,Other,22.6,1.1,1763595,234.6,32
Travel Services Used for Booking Flights,Agoda,0.7,0.1,55281,14.9,2
Travel Services Used for Booking Flights,Airfordable (USA Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Booking.com,12.9,0.6,1004990,132.8,19
Travel Services Used for Booking Flights,Canadian Affair (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Check24 (Germany Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Cleartrip (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,CTrip.com (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,"Ebookers (France, Germany and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,"Edreams (France, Spain, UK and USA Only)",0.8,1.3,65687,283.4,1
Travel Services Used for Booking Flights,eLong (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Expedia,37.8,1.8,2953724,400.3,52
Travel Services Used for Booking Flights,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Flight Centre (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Goibibo (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Google Travel (Australia and USA Only),10.5,5.2,820664,1138.3,14
Travel Services Used for Booking Flights,Hopper (Canada and USA Only),1.0,1.6,80687,357.8,1
Travel Services Used for Booking Flights,"Hotwire (Canada, France, Germany, Spain, UK and USA Only)",0.6,0.5,46275,111.3,1
Travel Services Used for Booking Flights,Jalan (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Journify (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,KAYAK,7.3,1.4,571124,301.8,10
Travel Services Used for Booking Flights,Klook (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Lastminute.com,0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Lvmama (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Make My Trip (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Opodo (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Orbitz (USA Only),5.4,4.7,422851,1026.9,8
Travel Services Used for Booking Flights,Priceline,8.0,1.4,625927,311.4,13
Travel Services Used for Booking Flights,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Skyscanner,0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Travelocity (Canada and USA Only),9.5,4.7,745587,1031.8,15
Travel Services Used for Booking Flights,Traveloka (Singapore Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Trip.com,2.5,0.3,196636,73.6,3
Travel Services Used for Booking Flights,Trivago,11.1,0.6,866778,141.8,16
Travel Services Used for Booking Flights,"TUI (Germany, Spain and UK Only)",0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Webjet (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Yatra (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Booking Flights,Other,41.1,1.1,3210756,245.8,58
Travel Services Used for Business Travel,American Express Global Business Travel (Select Markets Only),11.3,6.8,880108,1494.7,14
Travel Services Used for Business Travel,Amadeus (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Booking.com for business (Select Markets Only),9.1,2.3,707908,504.1,13
Travel Services Used for Business Travel,CITS American Express Global Business Travel (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,ClearTrip For Business (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Concur Travel (Select Markets Only),5.8,1.6,455129,353.9,7
Travel Services Used for Business Travel,Corporate Travel Management (CTM) (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Corporate Traveller (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Ctrip (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,CWT (Select Markets Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Egencia (Select Markets Only),0.9,0.4,68503,90.4,1
Travel Services Used for Business Travel,Expedia,18.1,0.9,1418156,200.1,26
Travel Services Used for Business Travel,Fliggy (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,GetThere (USA Only),3.5,11.9,272935,2603.8,4
Travel Services Used for Business Travel,Goibibo (go-biz) (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Happay (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Helloworld Business Travel (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,JTB Business Travel (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Lvmama Business Travel (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Meituan (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,My Biz (MakeMyTrip) (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Navan (UK and USA Only),1.4,7.2,108685,1566.6,2
Travel Services Used for Business Travel,Nippon Travel Agency (Japan Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Qantas Business Travel (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Qunar (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Qyer (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Serko Online (Australia Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Tongcheng-Elong (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Travel Perk (Select Markets Only),4.6,5.6,360658,1234.0,6
Travel Services Used for Business Travel,TripSource (Select Markets Only),1.0,1.8,80786,390.5,2
Travel Services Used for Business Travel,Tuniu (China Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Uniglobe Travel (Canada Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Via.com (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Yatra for Business (India Only),0.0,0.0,0,0.0,0
Travel Services Used for Business Travel,Other,15.1,1.5,1181122,337.5,23
Travel Services Used for Business Travel,Don't know,0.6,0.1,49700,22.3,1
Types of Vacations,"Active (e.g. surfing, climbing etc.)",0.0,0.0,0,0.0,0
Types of Vacations,Beach / coast,0.0,0.0,0,0.0,0
Types of Vacations,Camping,0.0,0.0,0,0.0,0
Types of Vacations,City break,0.0,0.0,0,0.0,0
Types of Vacations,Country / rural escape,0.0,0.0,0,0.0,0
Types of Vacations,Cruise,0.0,0.0,0,0.0,0
Types of Vacations,"Fitness (e.g. cycling break, yoga)",0.0,0.0,0,0.0,0
Types of Vacations,Nature,0.0,0.0,0,0.0,0
Types of Vacations,Resort,0.0,0.0,0,0.0,0
Types of Vacations,Road / driving trip,0.0,0.0,0,0.0,0
Types of Vacations,Safari,0.0,0.0,0,0.0,0
Types of Vacations,Sailing,0.0,0.0,0,0.0,0
Types of Vacations,Sightseeing,0.0,0.0,0,0.0,0
Types of Vacations,Spa / retreat,0.0,0.0,0,0.0,0
Types of Vacations,"Special occasion trip (e.g. Wedding, Birthday, Anniversary)",0.0,0.0,0,0.0,0
Types of Vacations,To have cosmetic / medical treatments,0.0,0.0,0,0.0,0
Types of Vacations,"Visiting family, relatives or friends",0.0,0.0,0,0.0,0
Types of Vacations,Walking / hiking,0.0,0.0,0,0.0,0
Types of Vacations,Winter sports (e.g. skiing),0.0,0.0,0,0.0,0
Types of Vacations,None of these,0.0,0.0,0,0.0,0
Types of Domestic Vacations,"Active (e.g. surfing, climbing etc.)",10.2,1.0,799272,214.2,13
Types of Domestic Vacations,Beach / coast,59.9,0.9,4677876,206.7,85
Types of Domestic Vacations,Camping,14.8,0.5,1159344,109.3,22
Types of Domestic Vacations,City break,33.1,0.6,2586676,137.7,46
Types of Domestic Vacations,Country / rural escape,18.1,0.5,1418157,106.0,27
Types of Domestic Vacations,Cruise,19.8,1.1,1543949,240.0,29
Types of Domestic Vacations,"Fitness (e.g. cycling break, yoga)",11.4,0.5,893837,114.8,16
Types of Domestic Vacations,Nature,30.3,0.4,2370005,88.8,42
Types of Domestic Vacations,Resort,26.4,0.6,2065518,140.9,38
Types of Domestic Vacations,Road / driving trip,47.5,1.1,3715140,233.6,67
Types of Domestic Vacations,Safari,0.0,0.0,0,0.0,0
Types of Domestic Vacations,Sailing,3.5,0.3,273774,66.1,6
Types of Domestic Vacations,Sightseeing,47.0,0.9,3670788,202.2,65
Types of Domestic Vacations,Spa / retreat,13.8,1.4,1081276,313.9,20
Types of Domestic Vacations,"Special occasion trip (e.g. Wedding, Birthday, Anniversary)",20.0,0.5,1565264,117.6,31
Types of Domestic Vacations,To have cosmetic / medical treatments,3.6,0.3,279479,56.5,5
Types of Domestic Vacations,"Visiting family, relatives or friends",55.2,1.0,4311004,218.8,80
Types of Domestic Vacations,Walking / hiking,30.9,1.0,2412423,221.1,46
Types of Domestic Vacations,Winter sports (e.g. skiing),13.3,0.6,1042202,130.8,20
Types of Domestic Vacations,None of these,0.0,0.0,0,0.0,0
Types of International Vacations,"Active (e.g. surfing, climbing etc.)",0.0,0.0,0,0.0,0
Types of International Vacations,Beach / coast,0.0,0.0,0,0.0,0
Types of International Vacations,Camping,0.0,0.0,0,0.0,0
Types of International Vacations,City break,0.0,0.0,0,0.0,0
Types of International Vacations,Country / rural escape,0.0,0.0,0,0.0,0
Types of International Vacations,Cruise,0.0,0.0,0,0.0,0
Types of International Vacations,"Fitness (e.g. cycling break, yoga)",0.0,0.0,0,0.0,0
Types of International Vacations,Nature,0.0,0.0,0,0.0,0
Types of International Vacations,Resort,0.0,0.0,0,0.0,0
Types of International Vacations,Road / driving trip,0.0,0.0,0,0.0,0
Types of International Vacations,Safari,0.0,0.0,0,0.0,0
Types of International Vacations,Sailing,0.0,0.0,0,0.0,0
Types of International Vacations,Sightseeing,0.0,0.0,0,0.0,0
Types of International Vacations,Spa / retreat,0.0,0.0,0,0.0,0
Types of International Vacations,"Special occasion trip (e.g. Wedding, Birthday, Anniversary)",0.0,0.0,0,0.0,0
Types of International Vacations,To have cosmetic / medical treatments,0.0,0.0,0,0.0,0
Types of International Vacations,"Visiting family, relatives or friends",0.0,0.0,0,0.0,0
Types of International Vacations,Walking / hiking,0.0,0.0,0,0.0,0
Types of International Vacations,Winter sports (e.g. skiing),0.0,0.0,0,0.0,0
Types of International Vacations,None of these,0.0,0.0,0,0.0,0
Interest in Package Deals,Book a package deal (where everything is sorted for you),30.5,0.4,2382707,94.8,42
Interest in Package Deals,Plan the vacation yourself,67.0,0.5,5234680,108.7,97
Planning Activities,Most of the time,22.6,0.3,1766337,69.1,32
Planning Activities,Sometimes,57.3,0.6,4478107,139.7,83
Planning Activities,Rarely,14.3,0.4,1114891,91.7,19
Planning Activities,Never,3.3,0.3,258052,73.6,5
Activity Types,Action / adventure pursuits,31.3,0.7,2443265,157.9,43
Activity Types,"Attending music events (e.g. festivals, concerts, gigs)",33.2,0.8,2595819,167.3,50
Activity Types,"Attending shows (e.g. musicals, theatre, opera, comedy)",45.6,0.9,3560480,206.4,63
Activity Types,Attending sports events,29.9,1.3,2337646,278.1,44
Activity Types,Fine-dining,53.4,0.9,4170388,207.8,80
Activity Types,Food / drink sampling (e.g. visiting local producers),69.3,0.7,5413940,156.4,100
Activity Types,Having spa treatments / massages,38.4,1.2,3004590,260.1,56
Activity Types,Shopping,53.6,0.6,4192195,133.6,81
Activity Types,Sightseeing,78.1,0.8,6101320,169.1,114
Activity Types,Visiting casinos,30.5,1.8,2384685,396.0,42
Activity Types,Visiting museums / galleries,63.4,1.0,4957543,212.2,90
Activity Types,Visiting religious monuments / sites,24.9,0.5,1948716,114.4,37
Activity Types,Visiting theme parks,40.8,0.6,3189062,120.7,55
Activity Types,Visiting water parks,20.8,0.4,1623192,87.6,28
Activity Types,Walking / hiking,54.2,0.7,4237239,156.4,81
Activity Types,None of these,0.0,0.0,0,0.0,0
"Day Trips, Tours and Experiences",Go on day-trips / excursions / sightseeing tours? - Most of the time - Sometimes - Rarely - Never,97.5,0.5,7617387,103.9,139
"Day Trips, Tours and Experiences",Meet new people / experience new things? - Most of the time - Sometimes - Rarely - Never,97.5,0.5,7617387,103.9,139
Number of Domestic Vacations Planned,0,3.4,0.1,265014,30.8,2
